Term,Weight
facial_expressions,56.16379532165686
unfamiliar,56.151874407979385
shapes,56.12372182810569
variety,56.0918749772372
emotionally,55.839482779941164
instructions,55.73913428749678
manipulating,55.636038047719445
vary,55.53265124458698
aged,55.15986306339643
genetic,55.11798409213863
orthographic,55.05480547136723
disgust,55.02259896431254
goals,55.01289123120685
equally,54.87936022837164
statistically,54.843418787557304
deactivated,54.7827330885236
se,54.76767767900679
maintained,54.68307611462165
chronic,54.40512948527857
true,54.395762184160105
sixteen,54.38094306387746
voluntary,54.290467026784334
visuomotor,54.26533790197623
peak,54.226240160317296
act,54.167467156679194
extinction,54.115226954194156
hypoactivation,54.11193976978784
motor_imagery,54.016337832855186
compatible,54.00991374724636
monetary,54.00690756546591
engages,53.98894009643055
political,53.933993140405335
preceding,53.89288768040767
stroop,53.79948832873043
complementary,53.78519237075644
considering,53.751091622062056
manual,53.7426815508215
accounted,53.6319130774021
motivational,53.61052327182676
deception,53.5623558427754
twelve,53.5546641491549
grey,53.53413754193888
issues,53.53211517398222
threshold,53.51063891834289
therapy,53.45091507365037
conscious,53.41799378139522
coupled,53.393599292420106
profiles,53.29522000859242
profile,53.28776624458414
similarities,53.27668191106615
reappraisal,53.237396878706654
easy,53.09738466396291
dimensions,52.925642155231614
apparent,52.89468844025573
written,52.886108738413725
choices,52.76678164718176
socially,52.75513275636979
recollection,52.72718689024023
fixation,52.64288583155326
threat,52.54493665401323
organized,52.488602396106955
notably,52.31686996783188
overlapped,52.31563153549877
describing,52.31102241376666
acute,52.23952670753381
internally,52.18555186614998
subserve,52.165152922625225
intra,52.163892795337105
establish,52.1484941648926
predicts,52.12420779766624
adapted,52.01022336287759
enhance,51.9481265088031
grasping,51.85345343715096
recognized,51.81167643713562
directional,51.78629549997301
competing,51.70994694806217
changed,51.632107146428815
plasticity,51.57499150873055
preserved,51.54827553113928
transient,51.51775910500629
enhancement,51.481905934473225
elevated,51.46038913075943
monkey,51.45769234067471
strategic,51.43863164538001
sighted,51.42345251442626
mismatch,51.318832971049446
validated,51.20726508781902
lobules,51.11162694979417
watched,51.063490247185804
mild,51.062133783412705
semantic_memory,51.052597706351
exact,50.98017689007703
failed,50.928587758415745
interplay,50.63635758458808
broad,50.52970692920073
challenging,50.428458885996704
happy,50.38715409159629
investigates,50.376797576475106
segregation,50.35744936016422
simply,50.28179349380168
modal,50.27627834995929
tended,50.21861640760346
anticipatory,50.06581208624922
ts,49.99363408806024
describe,49.980426913281434
actor,49.93672828774465
languages,49.93170645286114
focusing,49.90499930651958
arithmetic,49.887003206793025
none,49.83203142980912
covert,49.8293311366243
